OBJECTID,FOLIO,TRUE_SITE_ADDR,TRUE_SITE_CITY,TRUE_SITE_ZIP_CODE,DOR_CODE_CUR,DOR_DESC,CONDO_FLAG,PARENT_FOLIO,PRIMARY_ZONE,BEDROOM_COUNT,YEAR_BUILT,LOT_SIZE,BUILDING_HEATED_AREA,UNIT_COUNT,ASSESSMENT_YEAR_CUR,zip
66986,0142070000010,,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,8000,0,0,2391444,0,0,2026,33149
66992,0142080000010,3305 RICKENBACKER CSWY,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,8000,0,0,21780000,0,0,2026,33149
66994,0142080000030,3315 RICKENBACKER CSWY,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9101,0,0,93685,0,0,2026,33149
66995,0142090000010,3691 RICKENBACKER CSWY,Miami,33149-0000,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,N,,8000,0,0,25322299.2,0,0,2026,33149
66998,0142090000030,3685 RICKENBACKER CSWY,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9101,0,0,11153102.4,0,0,2026,33149
66999,0142100000070,,Miami,33149-0000,7081,VACANT LAND - INSTITUTIONAL : VACANT LAND,N,,8000,0,0,74923.2,0,0,2026,33149
67001,0142160000010,3989 RICKENBACKER CSWY,Miami,33149-0000,8647,COUNTY : DADE COUNTY,N,,8000,0,2000,5100876,64158,0,2026,33149
67002,0142160000011,3801 RICKENBACKER CSWY,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9101,0,0,3577147.2,0,0,2026,33149
67003,0142160000020,,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,8000,0,0,1056765.6,0,0,2026,33149
67005,0142160000040,,Miami,33149-0000,7081,VACANT LAND - INSTITUTIONAL : VACANT LAND,N,,8002,0,0,6450800.4,0,0,2026,33149
67006,0142160000050,3851 RICKENBACKER CSWY,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9101,0,0,3717410.4,0,0,2026,33149
67007,0142160000060,3861 RICKENBACKER CSWY,Miami,33149-0000,8047,VACANT GOVERNMENTAL : DADE COUNTY,N,,8002,0,0,3212114.4,0,0,2026,33149
67008,0142160000070,3965 RICKENBACKER CSWY,Miami,33149-0000,9081,LEASEHOLD INTEREST : VACANT LAND,N,,8002,0,0,95832,0,0,2026,33149
67009,0142160000080,,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9101,0,0,21780,0,0,2026,33149
67010,0142170000010,3501 RICKENBACKER CSWY,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9101,0,0,281816,0,0,2026,33149
67011,0142170000012,3505 RICKENBACKER CSWY,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,8002,0,0,40000,0,0,2026,33149
67012,0142170000013,,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,8002,0,0,16119,0,0,2026,33149
67013,0142170000020,3301 RICKENBACKER CSWY,Miami,33149-0000,9019,LEASEHOLD INTEREST : AUTOMOTIVE OR MARINE,N,,8002,0,0,818218,0,0,2026,33149
67014,0142170000022,,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,8002,0,0,27745,0,0,2026,33149
67015,0142170000030,3501 RICKENBACKER CSWY,Miami,33149-0000,8940,MUNICIPAL : MUNICIPAL,N,,8002,0,2016,348480,9768,0,2026,33149
67016,0142170000031,3601 RICKENBACKER CSWY,Miami,33149-0000,3515,TOURIST ATTRACTION/EXHIBIT : ENTERTAINMENT,N,,8002,0,1983,32670,9823,0,2026,33149
67017,0142170000110,3501 RICKENBACKER CSWY,Miami,33149-0000,8940,MUNICIPAL : MUNICIPAL,N,,8002,0,1900,892457,2837,0,2026,33149
67018,0142179010001,,Miami,33149-0000,0000,REFERENCE FOLIO,N,,0000,0,0,0,0,0,2026,33149
67019,0142179020001,,Miami,33149-0000,0000,REFERENCE FOLIO,N,,0000,0,0,0,0,0,2026,33149
67020,0142180000010,3605 RICKENBACKER CSWY,Miami,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,8002,0,0,1,0,0,2026,33149
67021,0142180000011,3201 RICKENBACKER CSWY,Miami,33149-0000,9080,LEASEHOLD INTEREST : VACANT LAND - GOVERNMENTAL,N,,8002,0,0,254068.12,0,0,2026,33149
67022,0142180000020,3201 RICKENBACKER CSWY,Miami,33149-0000,2117,RESTAURANT OR CAFETERIA : COMMERCIAL - TOTAL VALUE,N,,8002,0,1984,0,27858,0,2026,33149
67023,0142180000030,3301 RICKENBACKER CSWY,Miami,33149-0000,9017,LEASEHOLD INTEREST : COMMERCIAL - TOTAL VALUE,N,,8002,0,1985,0,17883,0,2026,33149
67024,0142180000031,3307 RICKENBACKER CSWY,Miami,33149-0000,9019,LEASEHOLD INTEREST : AUTOMOTIVE OR MARINE,N,,8002,0,0,6400,0,0,2026,33149
67025,0142180000040,3307 RICKENBACKER CSWY,Miami,33149-0000,2017,AIRPORT/TERMINAL OR MARINA : COMMERCIAL - TOTAL VALUE,N,,8002,0,1970,0,2059,0,2026,33149
67026,0142200000012,,Miami,33149-0000,8040,VACANT GOVERNMENTAL : MUNICIPAL,N,,8002,0,0,532913.04,0,0,2026,33149
67027,0142210000010,4000 VIRGINIA BEACH DR,Miami,33149-0000,8940,MUNICIPAL : MUNICIPAL,N,,8002,0,1956,1091614,13049,0,2026,33149
202752,2442320010010,6702 CRANDON BLVD,Key Biscayne,33149-0000,8647,COUNTY : DADE COUNTY,N,,8000,0,1968,418176,2503,0,2026,33149
202753,2442320010050,530 CRANDON BLVD,Key Biscayne,33149-0000,8066,VACANT GOVERNMENTAL : EXTRA FEA OTHER THAN PARKING,N,,8000,0,0,12705,0,0,2026,33149
202754,2442320010060,560 CRANDON BLVD,Key Biscayne,33149-0000,8940,MUNICIPAL : MUNICIPAL,N,,8000,0,2002,43482,64961,0,2026,33149
202755,2442320010061,88 W MCINTYRE ST,Key Biscayne,33149-0000,8940,MUNICIPAL : MUNICIPAL,N,,8000,0,2002,43033,40478,0,2026,33149
202756,2442320020010,38 CRANDON BLVD,Key Biscayne,33149-0000,2626,SERVICE STATION : SERVICE STATION - AUTOMOTIVE,N,,6100,0,1964,14260,2626,0,2026,33149
202757,2442320020020,12 CRANDON BLVD,Key Biscayne,33149-0000,1081,VACANT LAND - COMMERCIAL : VACANT LAND,N,,6100,0,0,14000,0,0,2026,33149
202758,2442320020021,,Key Biscayne,33149-0000,2865,PARKING LOT/MOBILE HOME PARK : PARKING LOT,N,,6100,0,0,19750,0,0,2026,33149
202759,2442320020030,24 CRANDON BLVD,Key Biscayne,33149-0000,1081,VACANT LAND - COMMERCIAL : VACANT LAND,N,,6100,0,0,28325,0,0,2026,33149
202760,2442320020040,93 HARBOR DR,Key Biscayne,33149-0000,1111,STORE : RETAIL OUTLET,N,,6100,0,1958,71765,22173,0,2026,33149
202761,2442320020041,70 CRANDON BLVD,Key Biscayne,33149-0000,2626,SERVICE STATION : SERVICE STATION - AUTOMOTIVE,N,,6100,0,1988,27450,6887,0,2026,33149
202762,2442320020042,21 HARBOR DR,Key Biscayne,33149-0000,2111,RESTAURANT OR CAFETERIA : RETAIL OUTLET,N,,6100,0,2017,9000,2831,0,2026,33149
202763,2442320020043,84 CRANDON BLVD,Key Biscayne,33149-0000,2313,FINANCIAL INSTITUTION : OFFICE BUILDING,N,,6100,0,1980,14950,3647,0,2026,33149
202764,2442320020044,95 HARBOR DR,Key Biscayne,33149-0000,7144,RELIGIOUS - EXEMPT : RELIGIOUS,N,,8600,0,1967,84942,30413,0,2026,33149
202765,2442320020060,1 CRANDON BLVD,Key Biscayne,33149-0000,7241,EDUCATIONAL/SCIENTIFIC - EX : EDUCATIONAL - PRIVATE,N,,3800,0,1999,30000,31908,0,2026,33149
202766,2442320020064,150 OCEAN LANE DR,Key Biscayne,33149-0000,9018,LEASEHOLD INTEREST : CONDOMINIUM - COMMERCIAL,Y,2442320020001,5000,0,1970,0,0,0,2026,33149
202767,2442320020070,240 CRANDON BLVD,Key Biscayne,33149-0000,1913,PROFESSIONAL SERVICE BLDG : OFFICE BUILDING,N,,6800,0,1980,80600,66308,0,2026,33149
202768,2442320020080,180 CRANDON BLVD,Key Biscayne,33149-0000,1111,STORE : RETAIL OUTLET,N,,6100,0,1991,40946,15894,0,2026,33149
202769,2442320020090,200 CRANDON BLVD,Key Biscayne,33149-0000,1229,MIXED USE-STORE/RESIDENTIAL : MIXED USE - COMMERCIAL,N,,6100,0,2007,61420,59430,0,2026,33149
202770,2442320020120,235 CRANDON BLVD,Key Biscayne,33149-0000,9751,PVT PARK -REC AREA -ROADWAY : COMMON AREA,N,,0000,0,0,0,0,0,2026,33149
202771,2442320020125,299 CRANDON BLVD,Key Biscayne,33149-0000,8647,COUNTY : DADE COUNTY,N,,8000,0,1976,50965,7209,0,2026,33149
202772,2442320020131,390 CRANDON BLVD,Key Biscayne,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9700,0,0,161172,0,0,2026,33149
202773,2442320020132,328 CRANDON BLVD,Key Biscayne,33149-0000,1611,COMMUNITY SHOPPING CENTER : RETAIL OUTLET,N,,6100,0,1990,137209,60434,0,2026,33149
202774,2442320020140,390 CRANDON BLVD,Key Biscayne,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9700,0,0,6106,0,0,2026,33149
202775,2442320020160,301 OCEAN DR,Key Biscayne,33149-0000,3922,HOTEL OR MOTEL : MOTEL,N,,5000,0,1956,169388,25607,56,2026,33149
202776,2442320020171,390 CRANDON BLVD,Key Biscayne,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9700,0,0,126871,0,0,2026,33149
202777,2442320020174,390 CRANDON BLVD,Key Biscayne,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,9700,0,0,95991,0,0,2026,33149
202778,2442320020190,355 GLENRIDGE RD,Key Biscayne,33149-0000,7144,RELIGIOUS - EXEMPT : RELIGIOUS,N,,8600,0,1953,59242,19860,0,2026,33149
202779,2442320020191,,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,2000,0,0,4948,0,0,2026,33149
202780,2442320020200,,Key Biscayne,33149-0000,8080,VACANT GOVERNMENTAL : VACANT LAND - GOVERNMENTAL,N,,8000,0,0,399881,0,0,2026,33149
202781,2442320020220,480 W MATHESON DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,4,2004,9100,4268,1,2026,33149
202782,2442320020221,450 W MATHESON DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,4,1997,10920,3702,1,2026,33149
202783,2442320020222,460 W MATHESON DR,Key Biscayne,33149-0000,0066,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,N,,2000,0,0,10920,0,0,2026,33149
202784,2442320020223,470 W MATHESON DR,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,6,2014,10914,4414,1,2026,33149
202785,2442320020230,4 HARBOR PT,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,3,1953,21250,3890,1,2026,33149
202786,2442320020240,3 HARBOR PT,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,4,1989,34000,14978,1,2026,33149
202787,2442320020250,5 HARBOR PT,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,3,1954,28800,10926,1,2026,33149
202788,2442320020255,,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,0100,0,0,1,0,0,2026,33149
202789,2442320020260,14 HARBOR PT,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,5,1999,14559,7001,1,2026,33149
202790,2442320020261,11 HARBOR PT,Key Biscayne,33149-0000,0066,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,N,,2000,0,0,31625,0,0,2026,33149
202791,2442320020263,10 HARBOR PT,Key Biscayne,33149-0000,0066,VACANT RESIDENTIAL : EXTRA FEA OTHER THAN PARKING,N,,2000,0,0,16200,0,0,2026,33149
202792,2442320020264,18 HARBOR PT,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,5,1988,14550,5497,1,2026,33149
202793,2442320020270,6 HARBOR PT,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,4,2000,18500,6213,1,2026,33149
202794,2442320020281,7 HARBOR PT,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,7,2010,22860,10776,1,2026,33149
202795,2442320020282,9 HARBOR PT,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,2000,5,2006,27300,11028,1,2026,33149
202796,2442320030010,300 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2022,11542,5321,1,2026,33149
202797,2442320030020,324 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1953,12260,3006,1,2026,33149
202798,2442320030030,330 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2011,12262,5528,1,2026,33149
202799,2442320030040,340 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2012,12078,5438,1,2026,33149
202800,2442320030050,360 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,7,2016,12024,5762,1,2026,33149
202801,2442320030060,378 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1953,12024,1789,1,2026,33149
202802,2442320030070,390 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1953,11266,2820,1,2026,33149
202803,2442320030080,301 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2020,12199,5563,1,2026,33149
202804,2442320030090,300 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2004,12199,5422,1,2026,33149
202805,2442320030100,318 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2010,12312,5465,1,2026,33149
202806,2442320030110,323 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1992,12283,3299,1,2026,33149
202807,2442320030120,335 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2013,12239,4741,1,2026,33149
202808,2442320030130,330 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1954,12225,3202,1,2026,33149
202809,2442320030140,346 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1953,12057,3132,1,2026,33149
202810,2442320030150,345 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2017,12064,5813,1,2026,33149
202811,2442320030160,365 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1953,12018,1894,1,2026,33149
202812,2442320030170,364 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2012,12016,5489,1,2026,33149
202813,2442320030180,378 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1954,12000,2175,1,2026,33149
202814,2442320030190,379 CARIBBEAN RD,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,0100,0,0,12000,0,0,2026,33149
202815,2442320030200,395 CARIBBEAN RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1954,12009,1795,1,2026,33149
202816,2442320030210,390 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1953,12009,3290,1,2026,33149
202817,2442320030220,301 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,7,2010,12347,5786,1,2026,33149
202818,2442320030230,300 PACIFIC RD,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,0100,5,9999,12347,0,1,2026,33149
202819,2442320030240,320 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1996,12259,2409,1,2026,33149
202820,2442320030250,325 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1955,12288,3221,1,2026,33149
202821,2442320030260,337 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2025,12105,6031,1,2026,33149
202822,2442320030270,330 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,12196,2522,1,2026,33149
202823,2442320030280,340 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2015,12098,5401,1,2026,33149
202824,2442320030290,345 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1953,12050,3827,1,2026,33149
202825,2442320030300,365 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2005,12014,5960,1,2026,33149
202826,2442320030310,360 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2020,24014,9422,1,2026,33149
202827,2442320030330,379 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1953,12000,1900,1,2026,33149
202828,2442320030340,395 GULF RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1998,12007,4314,1,2026,33149
202829,2442320030350,390 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2020,12007,5369,1,2026,33149
202830,2442320030360,301 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1953,12389,2398,1,2026,33149
202831,2442320030370,300 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2016,12287,5520,1,2026,33149
202832,2442320030380,320 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2010,12234,5275,1,2026,33149
202833,2442320030390,325 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1999,12246,5269,1,2026,33149
202834,2442320030400,335 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2024,12246,5710,1,2026,33149
202835,2442320030410,330 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1959,12076,3010,1,2026,33149
202836,2442320030420,340 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1955,12036,2923,1,2026,33149
202837,2442320030430,345 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,1954,12039,3529,1,2026,33149
202838,2442320030440,365 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,12012,1804,1,2026,33149
202839,2442320030450,350 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1956,12009,3760,2,2026,33149
202840,2442320030460,360 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1955,12000,2549,1,2026,33149
202841,2442320030470,379 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,2019,12000,5826,1,2026,33149
202842,2442320030480,385 PACIFIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1954,12006,3861,1,2026,33149
202843,2442320030490,390 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1996,12000,3712,1,2026,33149
202844,2442320030500,301 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1953,12276,1296,1,2026,33149
202845,2442320030510,325 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1954,12116,2686,1,2026,33149
202846,2442320030520,335 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1953,12068,4137,2,2026,33149
202847,2442320030530,345 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2006,11932,5367,1,2026,33149
202848,2442320030540,355 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,1987,11909,3933,1,2026,33149
202849,2442320030550,365 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1955,11900,3126,1,2026,33149
202850,2442320030560,385 ATLANTIC RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2001,11904,3650,1,2026,33149
202851,2442320040010,525 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1994,8123,3401,1,2026,33149
202852,2442320040020,515 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1950,7622,2742,1,2026,33149
202853,2442320040030,485 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7622,2426,1,2026,33149
202854,2442320040040,475 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1951,7622,2927,1,2026,33149
202855,2442320040050,465 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1997,7622,3613,1,2026,33149
202856,2442320040060,455 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1994,7622,2947,1,2026,33149
202857,2442320040070,445 ALLENDALE RD,Key Biscayne,33149-0000,0081,VACANT RESIDENTIAL : VACANT LAND,N,,0100,0,0,7622,0,0,2026,33149
202858,2442320040080,435 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2013,7622,3903,1,2026,33149
202859,2442320040090,425 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1996,7622,2649,1,2026,33149
202860,2442320040100,415 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7622,999,1,2026,33149
202861,2442320040110,401 ALLENDALE RD,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1999,7980,4583,1,2026,33149
202862,2442320040120,400 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2013,8370,4076,1,2026,33149
202863,2442320040130,412 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7626,2692,1,2026,33149
202864,2442320040140,422 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7626,1044,1,2026,33149
202865,2442320040150,432 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,2007,7626,3673,1,2026,33149
202866,2442320040160,442 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7626,1044,1,2026,33149
202867,2442320040170,452 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7626,2394,1,2026,33149
202868,2442320040180,462 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,6,1994,7626,3757,1,2026,33149
202869,2442320040190,472 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1990,7626,3647,1,2026,33149
202870,2442320040200,482 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,5,1950,7626,2668,1,2026,33149
202871,2442320040210,512 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,3,1950,7626,2018,1,2026,33149
202872,2442320040220,524 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,1950,8136,2700,1,2026,33149
202873,2442320040230,525 WARREN LN,Key Biscayne,33149-0000,0101,RESIDENTIAL - SINGLE FAMILY : 1 UNIT,N,,0100,4,2001,8157,3639,1,2026,33149
